,landmark
2499,50976
2500,99266
2501,73072
2502,31632
2503,146061
2504,187518
2505,104882
2506,45341
2507,125444
2508,73578
2509,125957
2510,41239
2511,60895
2512,182387
2513,189809
2514,173828
2515,200653
2516,60033
2517,197403
2518,141740
2519,63661
2520,13147
2521,43222
2522,119915
2523,27583
2524,178149
2525,4329
2526,26205
2527,172098
2528,14927
2529,184149
2530,130568
2531,49125
2532,3532
2533,66146
2534,112308
2535,83966
2536,31101
2537,117206
2538,180715
2539,58454
2540,15062
2541,20987
2542,28918
2543,82935
2544,91110
2545,101363
2546,202351
2547,4592
2548,95079
2549,98424
2550,111384
2551,102680
2552,133130
2553,15548
2554,11074
2555,82320
2556,76514
2557,37368
2558,114693
2559,22281
2560,89437
2561,72024
2562,105242
2563,193326
2564,5719
2565,182831
2566,159942
2567,33825
2568,64669
2569,119481
2570,161219
2571,45871
2572,31660
2573,78227
2574,86229
2575,39195
2576,180784
2577,142991
2578,164137
2579,175356
2580,30108
2581,23351
2582,151339
2583,80801
2584,170619
2585,81891
2586,194223
2587,153604
2588,85543
2589,148946
2590,145113
2591,198995
2592,58158
2593,108813
2594,139324
2595,183253
2596,38936
2597,61434
2598,28270
2599,22638
2600,198614
2601,53820
2602,36671
2603,3705
2604,153060
2605,134210
2606,147828
2607,148348
2608,9518
2609,35558
2610,115419
2611,172630
2612,114669
2613,101827
2614,43959
2615,3862
2616,155212
2617,117041
2618,18245
2619,168502
2620,44139
2621,134845
2622,63244
2623,158686
2624,23365
2625,93050
2626,119918
2627,9344
2628,159546
2629,53661
2630,142413
2631,139073
2632,95440
2633,102554
2634,152711
2635,202779
2636,55534
2637,22368
2638,62684
2639,86390
2640,65434
2641,124157
2642,21416
2643,55207
2644,133878
2645,146244
2646,46545
2647,12096
2648,74979
2649,96420
2650,22597
2651,118405
2652,170295
2653,143247
2654,6130
2655,134083
2656,168106
2657,191623
2658,108449
2659,171115
2660,22494
2661,6038
2662,87935
2663,162539
2664,40919
2665,75843
2666,107677
2667,96236
2668,78660
2669,150026
2670,177893
2671,119199
2672,129914
2673,112612
2674,71454
2675,140815
2676,177564
2677,55120
2678,17116
2679,93975
2680,2559
2681,181851
2682,57448
2683,181042
2684,108327
2685,49490
2686,29579
2687,157872
2688,182725
2689,30829
2690,8517
2691,118886
2692,87656
2693,107904
2694,78691
2695,16678
2696,89897
2697,75666
2698,171794
2699,92377
2700,44743
2701,20366
2702,79937
2703,187736
2704,72968
2705,129682
2706,189503
2707,75489
2708,24669
2709,175238
2710,139159
2711,32084
2712,194543
2713,951
2714,126467
2715,114582
2716,45993
2717,193781
2718,31524
2719,81380
2720,22012
2721,42881
2722,18599
2723,201932
2724,75805
2725,182523
2726,135106
2727,177628
2728,91307
2729,74518
2730,145842
2731,1858
2732,33308
2733,178549
2734,141353
2735,73833
2736,30777
2737,202433
2738,90345
2739,73398
2740,55009
2741,126460
2742,13892
2743,147897
2744,173403
2745,62914
2746,2047
2747,170590
2748,138920
2749,99851
2750,96412
2751,12375
2752,75009
2753,120812
2754,117503
2755,56123
2756,119672
2757,138474
2758,116208
2759,169979
2760,29957
2761,66620
2762,88309
2763,174243
2764,72303
2765,57590
2766,7460
2767,65592
2768,64528
2769,131722
2770,68399
2771,120035
2772,20343
2773,181530
2774,144313
2775,83923
2776,1218
2777,25017
2778,74913
2779,70157
2780,454
2781,168146
2782,186586
2783,169786
2784,168091
2785,49817
2786,101727
2787,141065
2788,8756
2789,26849
2790,82080
2791,134160
2792,124364
2793,189716
2794,106460
2795,67274
2796,46975
2797,43353
2798,162600
2799,57571
2800,111653
2801,189620
2802,150237
2803,87461
2804,106126
2805,179412
2806,63990
2807,124617
2808,112723
2809,115964
2810,69718
2811,187209
2812,149815
2813,151682
2814,138021
2815,52239
2816,98003
2817,145103
2818,202895
2819,17606
2820,173450
2821,38816
2822,122875
2823,54560
2824,167104
2825,102905
2826,121445
2827,10583
2828,116023
2829,161329
2830,67029
2831,125086
2832,18784
2833,177499
2834,68087
2835,107491
2836,73319
2837,95257
2838,101277
2839,3874
2840,142298
2841,16392
2842,50880
2843,863
2844,171651
2845,12142
2846,165985
2847,1874
2848,154787
2849,114561
2850,191077
2851,61182
2852,123101
2853,78825
2854,61821
2855,169349
2856,110646
2857,5791
2858,18562
2859,49773
2860,189614
2861,180257
2862,6529
2863,151138
2864,135054
2865,76855
2866,152093
2867,29868
2868,27415
2869,166554
2870,85183
2871,155659
2872,161299
2873,144314
2874,126933
2875,26106
2876,84960
2877,108423
2878,5471
2879,34607
2880,202886
2881,179526
2882,10640
2883,81871
2884,22574
2885,33870
2886,155007
2887,20267
2888,15233
2889,137161
2890,33737
2891,6206
2892,66795
2893,20389
2894,195358
2895,189026
2896,139936
2897,41572
2898,21055
2899,122858
2900,7851
2901,138853
2902,32218
2903,134363
2904,113145
2905,165824
2906,92336
2907,111876
2908,148944
2909,2857
2910,14150
2911,75930
2912,135045
2913,70882
2914,104633
2915,181236
2916,16809
2917,51515
2918,123281
2919,92555
2920,27021
2921,70363
2922,116098
2923,64653
2924,42412
2925,131848
2926,186258
2927,165662
2928,42333
2929,60557
2930,161455
2931,147497
2932,106245
2933,198885
2934,24464
2935,183393
2936,122149
2937,9950
2938,198520
2939,155748
2940,73328
2941,118782
2942,96898
2943,185317
2944,16625
2945,131628
2946,108407
2947,168771
2948,163919
2949,177740
2950,115348
2951,72686
2952,125558
2953,128360
2954,173204
2955,97318
2956,16652
2957,127737
2958,162833
2959,131849
2960,17120
2961,130082
2962,114600
2963,202028
2964,191898
2965,120911
2966,150737
2967,148403
2968,175727
2969,26967
2970,166098
2971,200887
2972,145473
2973,117874
2974,112862
2975,50815
2976,135798
2977,202342
2978,150998
2979,37538
2980,155087
2981,159101
2982,35866
2983,123454
2984,85758
2985,11558
2986,633
2987,46052
2988,192523
2989,194079
2990,185729
2991,14401
2992,124675
2993,76336
2994,91655
2995,59912
2996,84867
2997,179550
2998,138752
2999,190044
3000,159838
3001,176585
3002,20208
3003,167549
3004,65913
3005,185302
3006,37673
3007,32579
3008,161637
3009,197018
3010,108430
3011,175925
3012,115227
3013,149871
3014,187471
3015,36414
3016,116149
3017,100600
3018,62277
3019,153340
3020,177370
3021,69978
3022,154617
3023,171426
3024,182269
3025,23176
3026,168923
3027,130755
3028,5111
3029,124406
3030,116993
3031,131112
3032,121518
3033,77233
3034,23747
3035,58608
3036,147296
3037,123376
3038,29583
3039,47920
3040,23022
3041,83219
3042,71856
3043,97210
3044,180147
3045,88564
3046,5639
3047,128060
3048,188195
3049,190929
3050,104625
3051,116512
3052,152063
3053,113209
3054,124349
3055,143089
3056,94608
3057,170587
3058,8680
3059,83480
3060,166402
3061,121705
3062,44796
3063,57505
3064,191618
3065,182609
3066,60093
3067,93154
3068,128294
3069,62773
3070,59442
3071,77676
3072,27897
3073,121464
3074,137656
3075,150418
3076,23199
3077,83056
3078,181589
3079,27842
3080,119324
3081,27314
3082,47198
3083,24959
3084,137577
3085,141697
3086,28482
3087,21246
3088,113611
3089,70299
3090,107438
3091,88770
3092,106811
3093,4137
3094,98179
3095,99310
3096,106653
3097,202773
3098,155391
3099,22522
3100,18619
3101,102544
3102,178526
3103,187089
3104,188410
3105,168511
3106,82673
3107,92519
3108,46005
3109,114460
3110,43704
3111,82020
3112,5772
3113,45359
3114,47884
3115,90748
3116,51856
3117,193560
3118,41310
3119,46500
3120,150527
3121,190230
3122,98188
3123,182990
3124,16840
3125,101138
3126,192349
3127,42054
3128,186903
3129,24511
3130,187077
3131,59120
3132,74063
3133,37495
3134,8553
3135,65754
3136,200464
3137,35723
3138,180492
3139,22237
3140,190508
3141,93329
3142,134338
3143,108716
3144,100740
3145,179755
3146,13733
3147,65731
3148,200830
3149,139945
3150,97134
3151,177489
3152,149829
3153,90169
3154,138526
3155,83024
3156,172877
3157,46296
3158,26782
3159,105359
3160,87729
3161,43175
3162,64011
3163,66962
3164,123914
3165,29794
3166,69027
3167,156062
3168,22778
3169,113796
3170,73750
3171,49860
3172,102822
3173,192149
3174,13560
3175,13978
3176,33673
3177,107972
3178,1730
3179,129925
3180,139003
3181,45536
3182,54453
3183,13294
3184,114971
3185,109969
3186,1875
3187,144191
3188,2183
3189,101112
3190,111241
3191,155432
3192,160939
3193,16936
3194,139920
3195,147427
3196,69039
3197,96653
3198,136713
3199,81428
3200,101400
3201,96230
3202,16019
3203,100635
3204,20746
3205,2542
3206,104502
3207,84958
3208,181084
3209,90991
3210,18926
3211,18050
3212,61412
3213,35346
3214,134235
3215,2273
3216,117061
3217,45392
3218,57189
3219,24102
3220,146395
3221,85103
3222,130934
3223,28537
3224,65864
3225,21253
3226,158964
3227,139706
3228,155421
3229,186070
3230,5341
3231,73655
3232,178369
3233,110350
3234,173890
3235,124867
3236,57391
3237,103613
3238,93957
3239,194178
3240,114532
3241,181401
3242,140591
3243,13807
3244,88411
3245,121316
3246,36017
3247,5951
3248,12717
3249,54579
3250,167912
3251,125378
3252,146250
3253,97303
3254,55649
3255,48445
3256,179626
3257,161495
3258,7580
3259,175073
3260,85791
3261,61128
3262,120148
3263,11490
3264,79836
3265,146717
3266,171933
3267,180131
3268,192072
3269,178836
3270,83313
3271,173395
3272,153427
3273,94037
3274,151220
3275,83770
3276,86441
3277,11393
3278,73957
3279,48353
3280,112498
3281,154986
3282,91653
3283,51377
3284,56877
3285,158818
3286,68225
3287,176912
3288,178344
3289,70253
3290,64438
3291,151408
3292,86993
3293,62792
3294,66555
3295,187900
3296,112576
3297,42321
3298,150123
3299,157612
3300,139581
3301,42836
3302,49979
3303,4485
3304,180776
3305,107419
3306,34909
3307,97120
3308,26927
3309,77983
3310,111197
3311,52990
3312,163307
3313,58471
3314,72788
3315,170211
3316,1101
3317,145912
3318,154960
3319,121873
3320,30400
3321,68419
3322,62303
3323,154082
3324,42256
3325,86893
3326,39605
3327,3402
3328,10331
3329,45764
3330,175398
3331,94695
3332,125041
3333,32347
3334,65757
3335,182671
3336,9852
3337,7159
3338,40977
3339,164471
3340,138293
3341,200316
3342,145736
3343,50321
3344,83403
3345,68486
3346,22292
3347,171163
3348,244
3349,199737
3350,504
3351,96956
3352,144557
3353,133066
3354,90142
3355,83880
3356,173869
3357,57830
3358,53146
3359,134466
3360,83409
3361,91180
3362,142704
3363,24299
3364,7618
3365,44180
3366,3028
3367,151358
3368,101550
3369,148806
3370,127018
3371,153575
3372,180735
3373,105041
3374,73395
3375,164423
3376,202989
3377,71604
3378,161902
3379,99401
3380,39187
3381,195823
3382,67380
3383,2586
3384,13761
3385,19560
3386,177253
3387,156453
3388,42616
3389,15146
3390,85637
3391,142433
3392,124932
3393,111166
3394,4417
3395,35621
3396,171903
3397,192551
3398,65658
3399,165940
3400,72339
3401,112529
3402,41128
3403,196241
3404,196875
3405,149800
3406,25126
3407,163847
3408,124164
3409,15720
3410,168452
3411,40245
3412,72485
3413,163028
3414,85267
3415,147563
3416,107967
3417,118304
3418,51692
3419,134494
3420,42989
3421,174512
3422,4391
3423,96485
3424,196883
3425,153766
3426,75263
3427,47667
3428,127344
3429,68859
3430,181926
3431,124924
3432,117376
3433,148062
3434,45918
3435,154492
3436,131812
3437,28483
3438,92358
3439,86083
3440,5561
3441,165301
3442,114157
3443,98767
3444,120734
3445,104900
3446,5292
3447,88497
3448,187095
3449,6300
3450,106793
3451,77664
3452,125734
3453,142088
3454,101821
3455,79700
3456,144881
3457,176232
3458,83638
3459,58765
3460,198451
3461,47276
3462,165247
3463,37457
3464,126285
3465,184767
3466,165944
3467,38000
3468,79179
3469,7552
3470,71025
3471,32335
3472,173476
3473,45514
3474,157033
3475,104237
3476,186387
3477,130051
3478,49190
3479,14490
3480,79328
3481,36790
3482,174641
3483,5053
3484,21447
3485,183747
3486,76510
3487,182902
3488,89794
3489,48186
3490,20370
3491,117927
3492,196591
3493,77666
3494,165595
3495,81513
3496,90909
3497,94674
3498,177968
3499,123225
3500,139354
3501,190602
3502,201664
3503,196208
3504,151630
3505,1345
3506,16188
3507,116770
3508,78409
3509,156204
3510,142444
3511,80239
3512,11505
3513,128935
3514,79171
3515,23229
3516,21758
3517,64509
3518,129271
3519,55678
3520,187423
3521,89481
3522,101940
3523,44842
3524,162131
3525,18626
3526,140340
3527,51521
3528,130871
3529,11043
3530,111258
3531,196948
3532,182897
3533,9848
3534,171786
3535,95363
3536,157296
3537,99713
3538,119223
3539,98121
3540,33327
3541,197264
3542,29134
3543,65448
3544,196530
3545,128589
3546,177599
3547,95132
3548,56740
3549,87223
3550,24986
3551,195851
3552,130242
3553,121842
3554,195128
3555,150294
3556,141194
3557,23275
3558,134360
3559,148724
3560,12037
3561,133259
3562,137697
3563,161190
3564,136409
3565,104341
3566,190173
3567,195412
3568,196940
3569,141116
3570,35646
3571,30646
3572,99893
3573,52568
3574,38292
3575,159691
3576,111224
3577,92911
3578,147537
3579,7016
3580,4585
3581,126396
3582,107892
3583,145735
3584,136544
3585,113846
3586,178829
3587,123852
3588,107801
3589,138146
3590,45221
3591,122463
3592,101399
3593,51530
3594,199710
3595,114862
3596,107323
3597,166622
3598,73220
3599,129099
3600,151617
3601,23173
3602,73987
3603,70589
3604,75616
3605,37498
3606,79478
3607,98459
3608,119176
3609,135995
3610,142624
3611,107494
3612,60708
3613,164191
3614,36893
3615,7446
3616,84415
3617,156990
3618,73231
3619,168769
3620,80707
3621,36384
3622,14286
3623,138176
3624,26952
3625,188599
3626,118906
3627,25465
3628,100955
3629,26761
3630,19451
3631,104477
3632,129474
3633,135970
3634,191473
3635,161720
3636,22023
3637,17777
3638,73216
3639,119369
3640,196634
3641,135489
3642,164580
3643,94310
3644,43517
3645,151529
3646,91322
3647,186230
3648,44916
3649,85414
3650,150696
3651,75089
3652,74379
3653,18849
3654,166898
3655,60597
3656,136010
3657,163860
3658,925
3659,2749
3660,120806
3661,150941
3662,75364
3663,53836
3664,191689
3665,37195
3666,115110
3667,115543
3668,195766
3669,3802
3670,74597
3671,105992
3672,164562
3673,159995
3674,154876
3675,149273
3676,42513
3677,122938
3678,108983
3679,9888
3680,75980
3681,38256
3682,142354
3683,188772
3684,8361
3685,50879
3686,15949
3687,101896
3688,151232
3689,112009
3690,62864
3691,117371
3692,191666
3693,197534
3694,3022
3695,158307
3696,14301
3697,169455
3698,43917
3699,40213
3700,191603
3701,176899
3702,82191
3703,15209
3704,101241
3705,108281
3706,72717
3707,131030
3708,104963
3709,105590
3710,171760
3711,113489
3712,180762
3713,7109
3714,198963
3715,150359
3716,9278
3717,166835
3718,27272
3719,46050
3720,13003
3721,120749
3722,41583
3723,29404
3724,185748
3725,154820
3726,93748
3727,2856
3728,145134
3729,36270
3730,41571
3731,23247
3732,36353
3733,31275
3734,200005
3735,121665
3736,156566
3737,3619
3738,92718
3739,153061
3740,202857
3741,52332
3742,70950
3743,120475
3744,79140
3745,105210
3746,107160
3747,78684
3748,69193
3749,32536
3750,174667
3751,132720
3752,6490
3753,153224
3754,198944
3755,119784
3756,18622
3757,131669
3758,122503
3759,201185
3760,31843
3761,146535
3762,96174
3763,23100
3764,68256
3765,123269
3766,110674
3767,101318
3768,39878
3769,58893
3770,172700
3771,132238
3772,88761
3773,181196
3774,185197
3775,135182
3776,21362
3777,130328
3778,38879
3779,172929
3780,133143
3781,99513
3782,135043
3783,69463
3784,76381
3785,66119
3786,67685
3787,107813
3788,147120
3789,54313
3790,19406
3791,21997
3792,180672
3793,43173
3794,172988
3795,93643
3796,175526
3797,34840
3798,32338
3799,189623
3800,155135
3801,74066
3802,75072
3803,122644
3804,197354
3805,183574
3806,137654
3807,191257
3808,195928
3809,89244
3810,95642
3811,98034
3812,136405
3813,144404
3814,172871
3815,47605
3816,86283
3817,52052
3818,171277
3819,15445
3820,117917
3821,142343
3822,147013
3823,6877
3824,143828
3825,13098
3826,76944
3827,202166
3828,180434
3829,157468
3830,190879
3831,61445
3832,191292
3833,16894
3834,43807
3835,12647
3836,124955
3837,116255
3838,136700
3839,142278
3840,193603
3841,159952
3842,61781
3843,176926
3844,124166
3845,31294
3846,164565
3847,44538
3848,6798
3849,63817
3850,185772
3851,151594
3852,67800
3853,16753
3854,145306
3855,12957
3856,23992
3857,141990
3858,12425
3859,13401
3860,54599
3861,9682
3862,161728
3863,123309
3864,154659
3865,115002
3866,49931
3867,23383
3868,88201
3869,15602
3870,45590
3871,168638
3872,4159
3873,90979
3874,28950
3875,86490
3876,158317
3877,139046
3878,77356
3879,97275
3880,66402
3881,112181
3882,195312
3883,133396
3884,201355
3885,103998
3886,180308
3887,176087
3888,195021
3889,106795
3890,31871
3891,107669
3892,150643
3893,170945
3894,123147
3895,8590
3896,101142
3897,190610
3898,130317
3899,85508
3900,170336
3901,154306
3902,153555
3903,63366
3904,55152
3905,14077
3906,116722
3907,16911
3908,193572
3909,111519
3910,25980
3911,26894
3912,182814
3913,63718
3914,43885
3915,117530
3916,19362
3917,184512
3918,164862
3919,28712
3920,71897
3921,123131
3922,196953
3923,59526
3924,65855
3925,60823
3926,20536
3927,65272
3928,201676
3929,49943
3930,158127
3931,72301
3932,184342
3933,113750
3934,45939
3935,55432
3936,167398
3937,21422
3938,52037
3939,46189
3940,78791
3941,14900
3942,45395
3943,48177
3944,31531
3945,122764
3946,103653
3947,165346
3948,115124
3949,182962
3950,175702
3951,104503
3952,178105
3953,48714
3954,75296
3955,44067
3956,173609
3957,31361
3958,21692
3959,27685
3960,198412
3961,160860
3962,183709
3963,9633
3964,38493
3965,132158
3966,152358
3967,43864
3968,186607
3969,94054
3970,96345
3971,119716
3972,95067
3973,181386
3974,139334
3975,193988
3976,202880
3977,31853
3978,103899
3979,9067
3980,143048
3981,100230
3982,49838
3983,169053
3984,105017
3985,59861
3986,194896
3987,52230
3988,172651
3989,67490
3990,192308
3991,21872
3992,149672
3993,188828
3994,84547
3995,105285
3996,120246
3997,137302
3998,130372
3999,179018
4000,173882
4001,197186
4002,62100
4003,85876
4004,99692
4005,23996
4006,84093
4007,118450
4008,182686
4009,40512
4010,179409
4011,171018
4012,179322
4013,171755
4014,175338
4015,33961
4016,114172
4017,142296
4018,14387
4019,71093
4020,127989
4021,6613
4022,153125
4023,12463
4024,197435
4025,77020
4026,61876
4027,57191
4028,758
4029,34759
